zona,atraccion,tiempo_espera,abierta,ultima_actualizacion,fecha,hora,dia_semana,timestamp,mes,fin_de_semana,temperatura,humedad,sensacion_termica,codigo_clima,festivo
Cartoon Village,Emergencias Pato Lucas,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Cartoon Village,Escuela de Conducción Yabba-Dabba-Doo,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Cartoon Village,He Visto un Lindo Gatito,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Cartoon Village,La Aventura de Scooby-Doo,5,True,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Cartoon Village,La Captura de Gossamer,5,True,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Cartoon Village,Looney Tunes Correo Aéreo,5,True,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Cartoon Village,Marvin el Marciano Cohetes Espaciales,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Cartoon Village,Pato Lucas Coches Locos,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Cartoon Village,Piolín y Silvestre Paseo en Autobús,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Cartoon Village,Rápidos ACME,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Cartoon Village,Scooby-Doo's Tea Party Mistery,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Cartoon Village,Tom & Jerry Picnic en el Parque,10,True,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Cartoon Village,Wile E. Coyote Zona de Explosión,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
DC Super Heroes World,Batman Gotham City Escape,10,True,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
DC Super Heroes World,La Venganza del Enigma,20,True,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
DC Super Heroes World,Lex Luthor Invertatron,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
DC Super Heroes World,Mr. Freeze Fábrica de Hielo,5,True,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
DC Super Heroes World,Shadows of Arkham,15,True,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
DC Super Heroes World,Superman La Atracción de Acero,15,True,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
DC Super Heroes World,The Joker Coches de Choque,10,True,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Movie World Studios,Cine Tour,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Movie World Studios,Hotel Embrujado,5,True,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Movie World Studios,Oso Yogui,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Movie World Studios,Stunt Fall,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Old West Territory,Cataratas Salvajes,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Old West Territory,Coaster Express,20,True,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Old West Territory,Los Carros de la Mina,5,True,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Old West Territory,Río Bravo,0,False,2025-10-30 15:55:09+00:00,2025-10-30,16:56:20,Thursday,2025-10-30 15:55:09,10,False,17.2,71,16.5,2,False
Cartoon Village,A Toda Máquina,5,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Academia de Pilotos Baby Looney Tunes,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Cartoon Carousel,5,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Convoy de Camiones,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Correcaminos Bip Bip,20,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Emergencias Pato Lucas,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Escuela de Conducción Yabba-Dabba-Doo,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,He Visto un Lindo Gatito,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,La Aventura de Scooby-Doo,10,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,La Captura de Gossamer,5,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Looney Tunes Correo Aéreo,5,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Marvin el Marciano Cohetes Espaciales,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Pato Lucas Coches Locos,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Piolín y Silvestre Paseo en Autobús,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Rápidos ACME,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Scooby-Doo's Tea Party Mistery,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Tom & Jerry Picnic en el Parque,10,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,Wile E. Coyote Zona de Explosión,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
DC Super Heroes World,Batman Gotham City Escape,15,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
DC Super Heroes World,La Venganza del Enigma,20,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
DC Super Heroes World,Lex Luthor Invertatron,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
DC Super Heroes World,Mr. Freeze Fábrica de Hielo,5,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
DC Super Heroes World,Shadows of Arkham,15,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
DC Super Heroes World,Superman La Atracción de Acero,25,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
DC Super Heroes World,The Joker Coches de Choque,10,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Movie World Studios,Cine Tour,5,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Movie World Studios,Hotel Embrujado,5,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Movie World Studios,Oso Yogui,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Movie World Studios,Stunt Fall,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Old West Territory,Cataratas Salvajes,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Old West Territory,Coaster Express,20,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Old West Territory,Los Carros de la Mina,5,True,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Old West Territory,Río Bravo,0,False,2025-10-30 16:10:09+00:00,2025-10-30,17:11:20,Thursday,2025-10-30 16:10:09,10,False,17.2,72,16.6,2,False
Cartoon Village,A Toda Máquina,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Academia de Pilotos Baby Looney Tunes,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Cartoon Carousel,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Convoy de Camiones,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Correcaminos Bip Bip,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Emergencias Pato Lucas,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Escuela de Conducción Yabba-Dabba-Doo,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,He Visto un Lindo Gatito,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,La Aventura de Scooby-Doo,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,La Captura de Gossamer,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Looney Tunes Correo Aéreo,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Marvin el Marciano Cohetes Espaciales,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Pato Lucas Coches Locos,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Piolín y Silvestre Paseo en Autobús,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Rápidos ACME,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Scooby-Doo's Tea Party Mistery,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Tom & Jerry Picnic en el Parque,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
Cartoon Village,Wile E. Coyote Zona de Explosión,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
DC Super Heroes World,Batman Gotham City Escape,0,False,2025-10-11 22:20:09+00:00,2025-10-11,22:20,Sábado,2025-10-11 22:20:09,10,True,18.5,56,17.9,3,False
